CMDLINE C:\Users\asher\AppData\Local\Programs\Python\Python312\python.exe ej5_prac1.py
MEM 2.121094 1738778408.7906
MEM 16.414062 1738778408.8914
MEM 24.300781 1738778408.9916
MEM 29.058594 1738778409.0921
MEM 32.089844 1738778409.1927
MEM 35.871094 1738778409.2931
MEM 39.785156 1738778409.3939
MEM 46.078125 1738778409.4945
MEM 49.726562 1738778409.5951
MEM 52.199219 1738778409.6963
