CMDLINE C:\Users\asher\AppData\Local\Programs\Python\Python312\python.exe ej5_prac1.py
MEM 3.992188 1738778143.8418
MEM 16.441406 1738778143.9428
MEM 23.570312 1738778144.0436
MEM 29.402344 1738778144.1439
MEM 33.003906 1738778144.2443
MEM 36.968750 1738778144.3448
MEM 41.941406 1738778144.4455
MEM 46.535156 1738778144.5459
MEM 49.906250 1738778144.6465
MEM 52.156250 1738778144.7471
MEM 42.851562 1738778144.8479
